profile,post,comment
travelmenu1,/p/CjmJs6buo9E/,@you_ni_kong 먹는거아님
travelmenu1,/p/CjmJs6buo9E/,@ahyun0710 단풍구경가자
travelmenu1,/p/CjmJs6buo9E/,@n_na0_0
travelmenu1,/p/CjmJs6buo9E/,@y06150____________0 오빠 요기 가고싶어
travelmenu1,/p/CjmJs6buo9E/,@_euxha  여긴가... 이번엔 ❤️
travelmenu1,/p/CjmJs6buo9E/,@ypy1005 서울 나드리 한번 더 가야겟다!!!❤️
travelmenu1,/p/CjmJs6buo9E/,@2m.su 여기가면앙대?
travelmenu1,/p/CjmJs6buo9E/,@kimchagyeom 단풍도 구경하러 갈까요??
travelmenu1,/p/CjmJs6buo9E/,@hwan8807 😍😍😍
travelmenu1,/p/CjmJs6buo9E/,@iamjaeill 가보즈랴야야ㅏㅏ
travelmenu1,/p/CjmJs6buo9E/,@cktkdgus987 이쁘당 ㅠ
travelmenu1,/p/CjmJs6buo9E/,@choi_da_huin
travelmenu1,/p/CjmJs6buo9E/,@woomiindaeyo 여기가 데려다줘
travelmenu1,/p/CjmJs6buo9E/,@_eun_ch  여기 가고싶다~~!
travelmenu1,/p/CjmJs6buo9E/,@yun_.k_
travelmenu1,/p/CjmJs6buo9E/,@seeunasdf
travelmenu1,/p/CjmJs6buo9E/,@voeulozg 여기도 찜
travelmenu1,/p/CjmJs6buo9E/,@kang_gogi @commneunpin
travelmenu1,/p/CjmJs6buo9E/,@egon_96_
travelmenu1,/p/CjmJs6buo9E/,@jung_seongi
travelmenu1,/p/CjmJs6buo9E/,@osubbb
travelmenu1,/p/CjmJs6buo9E/,@dalpeng_ee
travelmenu1,/p/CjmJs6buo9E/,@jae_hyoung1113
travelmenu1,/p/CjmJs6buo9E/,@tongue_ee
travelmenu1,/p/CjmJs6buo9E/,@fluid.gun
travelmenu1,/p/CjmJs6buo9E/,@ji_eun0729
travelmenu1,/p/CjUIK0BBBoS/,❤️❤️❤️❤️❤️❤️❤️
travelmenu1,/p/CjUIK0BBBoS/,부산의 로컬 찐 맛집만을 소개하는 로컬부산입니다❗❗ 부산 맛집에 관심이 있으신거 같아 조심스럽게 먼저 팔로우 하였습니다 ㅎㅎ 혹시 괜찮으시다면 제 계정 오셔서 피드한번 보시고 팔로우 하셔서 맛집 정보 한번 받아보세요👏 오늘도 행복한 하루 되세요
travelmenu1,/p/CjUIK0BBBoS/,🧡🍁🧡🍁🧡🍁🧡🍁🧡
travelmenu1,/p/CjUIK0BBBoS/,@_cjm12
travelmenu1,/p/CjUIK0BBBoS/,@ji_yongbin  쟈기야....여기야...
travelmenu1,/p/CjUIK0BBBoS/,@somi__jk @jj_vvly 우리가 갔던 담양 가을에도 예뿌네🍁🍂
travelmenu1,/p/CjUIK0BBBoS/,@wow_littleluck 뚜둥! 👏👏
travelmenu1,/p/CjUIK0BBBoS/,@ing._.1n9 담양 다시가야하는 EU
travelmenu1,/p/CjUIK0BBBoS/,@min.__.86  여기 너무 가고싶었어
travelmenu1,/p/CjUIK0BBBoS/,@gustn1103  담양..?!!
travelmenu1,/p/CjUIK0BBBoS/,@surre_all0 가자
travelmenu1,/p/CjUIK0BBBoS/,@young_hwan13 여기가도되겟당
travelmenu1,/p/CjUIK0BBBoS/,@kwon.junyub  이뿌등
travelmenu1,/p/CjUIK0BBBoS/,@uuujin_11 여기 이쁘다
travelmenu1,/p/CjUIK0BBBoS/,@ryu_6760 오 담양도 단풍이!!
travelmenu1,/p/CjUIK0BBBoS/,"@shw_9295 너모예뻐 얼릉 공사끝내구 가부쟈,,🥹"
travelmenu1,/p/CjUIK0BBBoS/,@subin6234 다음은 여기? ㅋㅋ
travelmenu1,/p/CjUIK0BBBoS/,@riv_deer 예쁘당
travelmenu1,/p/CjUIK0BBBoS/,@jjong_dog_ 아아아앙앗 담양도 지금 이쁘겠다
travelmenu1,/p/CjUIK0BBBoS/,@jiheya_ 이쁜곳이엿네
travelmenu1,/p/CjUIK0BBBoS/,@wogml1487  이뿌다아아아😍
travelmenu1,/p/CjUIK0BBBoS/,@xbejrhrjsj 곧이당 준비하세여
travelmenu1,/p/CjUIK0BBBoS/,@yonkyung_2 쩐다.....
travelmenu1,/p/CjUIK0BBBoS/,@js078686 나 진짜 여기 가는게 소원이다ㅎㅎ
travelmenu1,/p/CjUIK0BBBoS/,@jju617  담양 가면 가라는 곳 여기야 ㅎㅎ
travelmenu1,/p/CjUIK0BBBoS/,@ddh7_13 와 자기 예쁘다
travelmenu1,/p/CjUIK0BBBoS/,@maeeeeng_ 가을놀러가야해유...
travelmenu1,/p/CjUIK0BBBoS/,@lyn._.31  흐엥
travelmenu1,/p/CjUIK0BBBoS/,@seung_pop 예뿌네......
travelmenu1,/p/CjUIK0BBBoS/,@_19.06.08___s2
travelmenu1,/p/CjUIK0BBBoS/,@mmmmmmansj 나 여기도~~}!!!!!
travelmenu1,/p/CjUIK0BBBoS/,@goooodbong 😢
travelmenu1,/p/CjUIK0BBBoS/,@ji____w00  또태그하기 가고싶당
travelmenu1,/p/CjUIK0BBBoS/,"@_meaneee @wjstmdwn @eassy_v 진짜 장관이거던여,, 😍"
travelmenu1,/p/CjUIK0BBBoS/,@jihwa_ning 여기얀
travelmenu1,/p/CjUIK0BBBoS/,"@h_woo119 담양으로 떠나오,,,,,,"
travelmenu1,/p/CjUIK0BBBoS/,@strong_eunnha 갈수 이쒀..?
travelmenu1,/p/CjUIK0BBBoS/,@s_u_____ 우린뭐보고왔지?..
travelmenu1,/p/CjUIK0BBBoS/,@gkswn0405 담양갈때가되어따
travelmenu1,/p/CjUIK0BBBoS/,@__na.eun__ss 여기도가바
travelmenu1,/p/CjUIK0BBBoS/,@carhyeonjun 왕
travelmenu1,/p/CjUIK0BBBoS/,@yongsunsea  오때쇼?
travelmenu1,/p/CjUIK0BBBoS/,@y_urri07
travelmenu1,/p/CjUIK0BBBoS/,@hs01.02
travelmenu1,/p/CjUIK0BBBoS/,@byeonsoonyeong 여기갈까😍
travelmenu1,/p/CjUIK0BBBoS/,@chu_nnnnnn  이쁘군
travelmenu1,/p/CjUIK0BBBoS/,@kk._.ung2  담양도예쁘다ㅠㅠ
travelmenu1,/p/CjUIK0BBBoS/,@choongonkim
travelmenu1,/p/CjUIK0BBBoS/,@ogm126
travelmenu1,/p/CjUIK0BBBoS/,@j_sy_94 대박!
travelmenu1,/p/CjUIK0BBBoS/,@1__1jun
travelmenu1,/p/CjUIK0BBBoS/,@i.eun_seol
travelmenu1,/p/CjUIK0BBBoS/,@_kitaek_ 가쟈
travelmenu1,/p/CjUIK0BBBoS/,@dong9stagram
travelmenu1,/p/CjUIK0BBBoS/,@1.11jm 이때가야하는 곳이었네
travelmenu1,/p/CjUIK0BBBoS/,@leeeunje_90
travelmenu1,/p/CjUIK0BBBoS/,@uu___nii
travelmenu1,/p/CjUIK0BBBoS/,@itz_minwoo
travelmenu1,/p/CjUIK0BBBoS/,@ye__n_e  ㅠ
travelmenu1,/p/CjUIK0BBBoS/,@hmimi_0611
travelmenu1,/p/CjUIK0BBBoS/,@k__.jisu  ㄱㄱ
travelmenu1,/p/CjUIK0BBBoS/,@starsim10
travelmenu1,/p/CkSkh0WN_jp/,@nahyeonc__ 드드
travelmenu1,/p/CkR0dS9L7gJ/,@xxeolha_
travelmenu1,/p/CkR0dS9L7gJ/,@ming_hiiiiii22
travelmenu1,/p/CkR0dS9L7gJ/,@agumon.96 이뿌다 ㅠㅠ
travelmenu1,/p/CkR0dS9L7gJ/,@yeon_siri 여기 멋지네여
travelmenu1,/p/CkR0dS9L7gJ/,@eunseomandoo 은실아 우리 간 곳이 요기엿늬?
travelmenu1,/p/CkR0dS9L7gJ/,@ddo_u_
travelmenu1,/p/CkR0dS9L7gJ/,@jae_tjr 꺅 놀러가고싶댜..
travelmenu1,/p/CkR0dS9L7gJ/,@___ji__l 자갸 우리 여수 다시가야될거같아
travelmenu1,/p/CkQUNX5O23x/,@salonde_jun 요번주 일요일에 쉬묜 여기 딱인데... 말왕온대ㅠ
travelmenu1,/p/CkQUNX5O23x/,@jeonghyeon.24  나도 여깅 ㅠㅠ
travelmenu1,/p/CkQUNX5O23x/,@dear_soyeonn ㅈㄴ 프로틴
travelmenu1,/p/CkQGnGZj-cd/,@ninano_515 @me_haha_125 우리 갔던데
travelmenu1,/p/CkQGnGZj-cd/,😍
travelmenu1,/p/CkQGnGZj-cd/,@100.8__ @zhyez_  오 요기어때
travelmenu1,/p/CkQGnGZj-cd/,@tooth_is_1
travelmenu1,/p/CkQGnGZj-cd/,@sp_y023 냠냠
travelmenu1,/p/CkQGnGZj-cd/,😮
travelmenu1,/p/CkQGnGZj-cd/,😮
travelmenu1,/p/CkP_sN-O7ki/,@g.w_oo 하모....
travelmenu1,/p/CkP_sN-O7ki/,@im_.se 여기 다녀왕!
travelmenu1,/p/CkP_sN-O7ki/,"@min._.02jae13 하모 보러가자,,올해까지래  올해,,,,"
travelmenu1,/p/CkP_sN-O7ki/,@wallavyy
travelmenu1,/p/CkP_sN-O7ki/,@yolo_csa 아무리 봐도 어디가 닮은건지...
travelmenu1,/p/CkP_sN-O7ki/,@__mo_oh 오빠아 하모 넘 기엽따 😢
travelmenu1,/p/CkP_sN-O7ki/,@davinbean_ 큰일났어 너무똑같이보여
travelmenu1,/p/CkP_sN-O7ki/,@_jeonhyerin 혜린생각🔥❤️
travelmenu1,/p/CkP_sN-O7ki/,@mingdiary__
travelmenu1,/p/CkPWezSufTA/,@hamavideo
travelmenu1,/p/CkPWezSufTA/,@injeongg496
travelmenu1,/p/CkPWezSufTA/,@kimsoohyuk
travelmenu1,/p/CkPWezSufTA/,@u_jaehyun_b 여기 다 지어졌네!
travelmenu1,/p/CkPWezSufTA/,@tak_tak_0805 🙌
travelmenu1,/p/CkPWezSufTA/,"@yl_97s  23년 봄, 저랑같이 전라도 어떠세요?"
travelmenu1,/p/CkPWezSufTA/,@rhkralsgl
travelmenu1,/p/CkPWezSufTA/,@dkswodud6824
travelmenu1,/p/CkPWezSufTA/,@minnnnnng_ming 남원 왜이리 바뀌었죠...?
travelmenu1,/p/CkPWezSufTA/,@1._.jusong  히히
travelmenu1,/p/CkPWezSufTA/,@ilove____ny 나 이거 타러 가야겠다 에어레일
travelmenu1,/p/CkPWezSufTA/,@ldwoo_
travelmenu1,/p/CkPWezSufTA/,@dalmi_93
travelmenu1,/p/CkPWezSufTA/,@dong_su_yeon
travelmenu1,/p/CkPWezSufTA/,@colorny  진짜 요즘 날씨 미쳤눈데 이런거 보면 뽐뿌와
travelmenu1,/p/CkPWezSufTA/,@d_g_0909
travelmenu1,/p/CkPWezSufTA/,@min.__.86
travelmenu1,/p/CkPWezSufTA/,@captain.jms 두루마기 입고 가야겠다
travelmenu1,/p/CkPWezSufTA/,@celinaaaa_mk 오홍 남원
travelmenu1,/p/CkPWezSufTA/,"@ze__r0k 어,, 갑자기 남원,,?"
travelmenu1,/p/CkPWezSufTA/,@6sum_yeo9 go?
travelmenu1,/p/CkPWezSufTA/,@jjj__in_k 여기 꼬?
travelmenu1,/p/CkPWezSufTA/,@mingoolll 꾸기집 남원?
travelmenu1,/p/CkPWezSufTA/,@_double1111._.p 피리 닌줄
travelmenu1,/p/CkPWezSufTA/,@lee.em_ 여기좀가면안될까
travelmenu1,/p/CkNvesrsJHO/,@agumon.96 @hawkmon.97  불꽃노리 보러가셈!
travelmenu1,/p/CkNvesrsJHO/,엑스더스타이라고 오타났어요~~~ㅎ
travelmenu1,/p/CkNvesrsJHO/,불빛축제하면 화려한 불꽃 🔥가족 연인들이 좋은추억거리가 생길거 같아 기대가 됩니다👍 @jinmei18_
travelmenu1,/p/CkNvesrsJHO/,3년만에 개최되는 부산불꽃축제인만큼 너무 기대되고 예매도 했네요. @museong6370 @suggyeong653
travelmenu1,/p/CkNvesrsJHO/,부산불꽃축제 너무 기대됩니다~!! @delay_128 @iaesugyeo @thingochue
zzangjeolmi,/p/Cjj4lXevU84/,과수원 막내딸 그 잡채
zzangjeolmi,/p/Cjj4lXevU84/,가을이었다
zzangjeolmi,/p/Cjj4lXevU84/,우리 절미 예쁜 얼굴만큼 사과도 건강하고 예쁘게 자랐구나 ㅜㅜ 올해 비도 많이 오고 그래서 걱정했는데 고생많으셨어요 ❤️❤️🍎🍎
zzangjeolmi,/p/Cjj4lXevU84/,빨간 사과밭 속 뽀얀 절미를 보니 동화 속 한장면 같이 예뻐요.😍
zzangjeolmi,/p/Cjj4lXevU84/,사과 씨지맞죠? 실물 사과가 저리 빨갛고 이쁠 순 없다 ㄷㄷㄷㄷ😍😍😍😍
zzangjeolmi,/p/Cjj4lXevU84/,이 세상에 귀여운 강아지들 많지만 절미는 유독 동화같은 강아지 같아요~ 절미 존재도 그렇고 사과밭에서 사는 이야기들도 그렇고 모든게 다 동화같아요!😍
zzangjeolmi,/p/Cjj4lXevU84/,앗 블로그 안부글 남겨도 되는거였나요.. 저도 쿰척거려보겠습니다😍 언니 콩고물 가득한 10월 되시기를ㅠㅠ 절미 넘 예쁘네요😍
zzangjeolmi,/p/Cjj4lXevU84/,쩔아  사과씨  먹으면 안돼
zzangjeolmi,/p/Cjj4lXevU84/,절미네 사과 진짜 맛있는데 저 맛있는 사과 매일먹는 사과수저 절미 부럽다😂
zzangjeolmi,/p/Cjj4lXevU84/,사과 먹방 절미공주😍😍😍😍😍
zzangjeolmi,/p/Cjj4lXevU84/,넘나 예쁜 작업반장님ㅠㅠ 절면니 시험기간 화이팅🎉
zzangjeolmi,/p/Cjj4lXevU84/,절미 ❤️ 대박이네 사과 맛있겠다
zzangjeolmi,/p/Cjj4lXevU84/,절렐루야 아멘🙏
zzangjeolmi,/p/Cjj4lXevU84/,절미는 과수원 막내딸이라서 사과 맘 껏 먹는구나😍
zzangjeolmi,/p/Cjj4lXevU84/,너무너무 예쁜 사과같은 절미😍😍
zzangjeolmi,/p/Cjj4lXevU84/,사과 색깔이 진짜 '나 맛있겠지!!!!!!!!!!!'하는 것 같다
zzangjeolmi,/p/Cjj4lXevU84/,유일한 동물인친  사랑해❤️
zzangjeolmi,/p/Cjj4lXevU84/,엄훠 절미의 동안은 🍎 🍏 와함께해서 ..오호❤️ 사과구매각을 부르는~!!!! DM지금..보내면 이젠 예약이 끝나겠죠오..? 사과 엄청 탐나네요🔥
zzangjeolmi,/p/Cjj4lXevU84/,과수원집 셋째딸❤️😍 사과수저🍎🥄 짱쩔❤️🥰
zzangjeolmi,/p/Cjj4lXevU84/,울쩔 사과 먹방하랴 냄새맡으랴 정신없넹 ㅋㅋ
zzangjeolmi,/p/Cjj4lXevU84/,ㅠㅠㅠㅠㅠ사랑해절미야ㅠㅠㅠㅠㅠ
zzangjeolmi,/p/Cjj4lXevU84/,여전히 ㅠㅠㅠ 한미모하는 절미-☆
zzangjeolmi,/p/Cjj4lXevU84/,동화같어 ㅠㅠㅠㅠ
zzangjeolmi,/p/Cjj4lXevU84/,사과가 어쩜 저렇게 이뿌죠 절미효관지 몬지...그래서 샀습니다!!!! ❤️🥰
zzangjeolmi,/p/Cjj4lXevU84/,안부글 남긴 콩고물 칭찬해! 😍😍😍
zzangjeolmi,/p/Cjj4lXevU84/,사과 어떻게 구입하나요~~~???
zzangjeolmi,/p/Cjj4lXevU84/,아 콩고물 가득한 하루 쩔렐루야❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,절면니ㅠㅠㅠㅠㅠ이렇게 선물을 ㅠㅠㅠ❤️ 절면니 블로그 하루에 3번씩 봅니다
zzangjeolmi,/p/Cjj4lXevU84/,절미야 네가 내 디즈니 공주다🥺💕
zzangjeolmi,/p/Cjj4lXevU84/,귀 팔랑거리는거봐ㅠㅠ 귀여워ㅠㅠ 팔랑아!!!
zzangjeolmi,/p/Cjj4lXevU84/,@xi_jae05 잘생긴 절미 사과먹는 거 봐바
zzangjeolmi,/p/Cjj4lXevU84/,사과미인 쩔쩔 이뽀 이뽀
zzangjeolmi,/p/Cjj4lXevU84/,사과 공구 안하시나요?
zzangjeolmi,/p/Cjj4lXevU84/,안녕 쩔...사과 먹는 솜씨가 늘었네.
zzangjeolmi,/p/Cjj4lXevU84/,사과 화보네요..🐶🍎💕
zzangjeolmi,/p/Cjj4lXevU84/,절미의 미모 비결은 사과였군요😄
zzangjeolmi,/p/Cjj4lXevU84/,모델이 넘좋아서 사과 곧 완판될거 같아요😍🐶
zzangjeolmi,/p/Cjj4lXevU84/,절미네 사과 맛있겠다 😍
zzangjeolmi,/p/Cjj4lXevU84/,와 사과가 엄청 빨갛네요😮😮
zzangjeolmi,/p/Cjj4lXevU84/,쩔미 털 윤기는 쩔미네 사과덕인듯😍😍😍
zzangjeolmi,/p/Cjj4lXevU84/,@sm_2sm
zzangjeolmi,/p/Cjj4lXevU84/,어디가서 주문하는건가요?
zzangjeolmi,/p/Cjj4lXevU84/,사과밭 절미 너무 예쁘다❤️🍎
zzangjeolmi,/p/Cjj4lXevU84/,절미이뽀이뽀😍절미네사과짱맛있습니다요👏😍
zzangjeolmi,/p/Cjj4lXevU84/,절미가 사과보다 햇살보다 더 이뿌당😍
zzangjeolmi,/p/Cjj4lXevU84/,절미야ㅋ 너의 미모의 비결이 사과구나😍
zzangjeolmi,/p/Cjj4lXevU84/,사과 때깔 개쩐다
zzangjeolmi,/p/Cjj4lXevU84/,사과보다 이쁜절미. 영주사과홍보대사 절미
zzangjeolmi,/p/Cjj4lXevU84/,절미 사랑해
zzangjeolmi,/p/Cjj4lXevU84/,절미도 일 거드는 중이구나😍
zzangjeolmi,/p/Cjj4lXevU84/,정말 세상에서 젤 구여운 강아지!!
zzangjeolmi,/p/Cjj4lXevU84/,힐링 그 잡채 ❤️
zzangjeolmi,/p/Cjj4lXevU84/,세상에 사과가 너무 예뻐요~!
zzangjeolmi,/p/Cjj4lXevU84/,이쁜절미 평생 건강해 사랑해❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,핵졸귀❤️
zzangjeolmi,/p/Cjj4lXevU84/,쩔~~~~
zzangjeolmi,/p/Cjj4lXevU84/,😍😍😍 사가마델  사가절미 😍😍😍 넘모 이쁨
zzangjeolmi,/p/Cjj4lXevU84/,진짜 귀엽다... 어쩜 이렇게 귀엽니
zzangjeolmi,/p/Cjj4lXevU84/,😍😍😍😍🍎🐶
zzangjeolmi,/p/Cjj4lXevU84/,사과농장 딸랑구의 계절이로군요😍
zzangjeolmi,/p/Cjj4lXevU84/,사과 진짜맛있어요~~🥹
zzangjeolmi,/p/Cjj4lXevU84/,행복해지는 절미 표정😍 절미랑 절미언니도 쫀하루되세요!!!
zzangjeolmi,/p/Cjj4lXevU84/,세상 해맑은 절미😍이렇게 사랑스러울수가 있나요~😚❤️❤❤
zzangjeolmi,/p/Cjj4lXevU84/,사과 너무 맛있어요 😍
zzangjeolmi,/p/Cjj4lXevU84/,🍎🍎쩔미 기특하넹♥️🍎🍎
zzangjeolmi,/p/Cjj4lXevU84/,절미 여전히 이뻐요
zzangjeolmi,/p/Cjj4lXevU84/,사과공쥬
zzangjeolmi,/p/Cjj4lXevU84/,쩔 ㅠ
zzangjeolmi,/p/Cjj4lXevU84/,쩔❤
zzangjeolmi,/p/Cjj4lXevU84/,사과공주 쩔쩔
zzangjeolmi,/p/Cjj4lXevU84/,절미 안녕👋👋👋😍😍😍
zzangjeolmi,/p/Cjj4lXevU84/,@eeeeunjjjji_  사과절미😆
zzangjeolmi,/p/Cjj4lXevU84/,사가밭 돼지요정
zzangjeolmi,/p/Cjj4lXevU84/,크…절미는최고ㅠㅠ
zzangjeolmi,/p/Cjj4lXevU84/,쩔미야💓
zzangjeolmi,/p/Cjj4lXevU84/,절먀❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,사과 넘나 이쁘군요!
zzangjeolmi,/p/Cjj4lXevU84/,진짜사과모데로찐이다쩔미👍👍👍❤️❤️❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,@imdk91 사과밭.....!!!
zzangjeolmi,/p/Cjj4lXevU84/,사과 보다 이쁜 쩖❤️‍🔥
zzangjeolmi,/p/Cjj4lXevU84/,🍎🍎🍎🐶❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,❤️
zzangjeolmi,/p/Cjj4lXevU84/,사랑해 절미야❤️❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,수확의계절이왔군요ㅎㅎ
zzangjeolmi,/p/Cjj4lXevU84/,절미😍 오랜만이네요❤️
zzangjeolmi,/p/Cjj4lXevU84/,@nam_shouldercooooool  사과강아지
zzangjeolmi,/p/Cjj4lXevU84/,@0726_ming
zzangjeolmi,/p/Cjj4lXevU84/,우리 절미 사과요정 ❤️
zzangjeolmi,/p/Cjj4lXevU84/,절미 행복길만 걸어 ❤️
zzangjeolmi,/p/Cjj4lXevU84/,건강 하기로❤️❤️❤️❤️❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,사과요정 절미🍎🍎🍎
zzangjeolmi,/p/Cjj4lXevU84/,😍❤️
zzangjeolmi,/p/Cjj4lXevU84/,쩔미야 💛🧡❤️💚
zzangjeolmi,/p/Cjj4lXevU84/,절미너이쁘다😢😮😍
zzangjeolmi,/p/Cjj4lXevU84/,❤️❤️❤️❤️
zzangjeolmi,/p/Cjj4lXevU84/,😍😍
zzangjeolmi,/p/Cjj4lXevU84/,절미는 행복하구나 😍
zzangjeolmi,/p/Cjj4lXevU84/,사과랑 절미 너무 예뻐요😍
zzangjeolmi,/p/Cjj4lXevU84/,절미 보면 행복해져요🐶🍎❤️
zzangjeolmi,/p/Cjj4lXevU84/,꺅❤️😍
zzangjeolmi,/p/CjM9nMzPZBJ/,양광 5kg 주문받고있습니다 🐶🍎문의는 디엠주세요!!
zzangjeolmi,/p/CjM9nMzPZBJ/,아니 절미…..아부지랑 닮았짜나…..🥹🧡🧡
zzangjeolmi,/p/CjM9nMzPZBJ/,짱절미 여전히 최고야 귀여워 짜릿해🍎❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,너무너무 귀엽고 사랑스러워요ㅠ 사진에 사랑이 담겨있어요…
zzangjeolmi,/p/CjM9nMzPZBJ/,우리 절미 여전히 늘 사랑받고 있구나 😍
zzangjeolmi,/p/CjM9nMzPZBJ/,우리 쩔미 사과같이 이쁘네❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔미 아버님 완전 미남 이심 !!!😍😍😍😍😍😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,우왕 저 이사진 너무 좋아서 캡쳐해서 소장하고 있었어요 😍😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 누구 닮았나 했도니 아부지 닮았구만 !!!!
zzangjeolmi,/p/CjM9nMzPZBJ/,동화네 동화 ㅠㅠ 사과밭 요정 쩔미 🍎🍎🍎
zzangjeolmi,/p/CjM9nMzPZBJ/,절미는 내가 본 강아지 중에 제일 미견
zzangjeolmi,/p/CjM9nMzPZBJ/,절미를 구해준 생명의 은인이자  제2의 부모님과!
zzangjeolmi,/p/CjM9nMzPZBJ/,짱절미 사과 브랜드로 사과 팔아주세요
zzangjeolmi,/p/CjM9nMzPZBJ/,절미랑 아부지 너무 잘 나왔네요 사진에서 애정이 뿜어나와요
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 너무 예뻐❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 사과마니 묵고 더 건강혀라😍❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,쪌❤️이 왜이리 이쁜가 했더니 아부지 닮았구나😄😄
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 왜 오늘도 귀여워😍😍😍😍😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,절미랑 아부지랑 표정이 닮았어요ㅠ
zzangjeolmi,/p/CjM9nMzPZBJ/,ㅋㅋㅋㅋㅋㅋㅋ뭔가 인상? 이 닮으신거 같아요 ㅋㅋㅋㅋㅋㅋ😍
zzangjeolmi,/p/CjM9nMzPZBJ/,"아버님 미남이시고, 사과도 어쩜 저리 예뻐요!!😍 절미가 아빠랑 있어서 기분이 좋구나!"
zzangjeolmi,/p/CjM9nMzPZBJ/,반려견 안아주는 방법의 정석이네요 완전❤️‍🔥
zzangjeolmi,/p/CjM9nMzPZBJ/,ㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇㄱㅇㅇ
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔쩔이 키운 이쁜 사과
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 표정이 멍충해서 귀엽따
zzangjeolmi,/p/CjM9nMzPZBJ/,우우 쩔쩔  아부지랑 😍😍😍😍😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,사과 진짜 맛있게 생겼다... 사고 싶어
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔이는 사과 많이먹고 부모님 사랑 듬뿍받아 예쁘구낭😍
zzangjeolmi,/p/CjM9nMzPZBJ/,사과밭 최고의 수확 절미
zzangjeolmi,/p/CjM9nMzPZBJ/,와 사과 엄청 예뻐요 쩔미랑 사과랑 아빠 🍎 최고네요 👍🏼♥️
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔❤️아빠
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔❤️아빠
zzangjeolmi,/p/CjM9nMzPZBJ/,근엄한 쩔미
zzangjeolmi,/p/CjM9nMzPZBJ/,절미 사과샷은 늘 옳당😍 아이뻥
zzangjeolmi,/p/CjM9nMzPZBJ/,사과 cf줄...
zzangjeolmi,/p/CjM9nMzPZBJ/,사과랑 절미랑 둘 다 넘 곱고 예뻐요😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,미모폭발!!!
zzangjeolmi,/p/CjM9nMzPZBJ/,아빠옆이라 그런지 더 귀욤귀욤해❤️❤️❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,사과 당도 감별사👍👍 쩔아 몇 브릭스??🤣🤣🤣
zzangjeolmi,/p/CjM9nMzPZBJ/,사과밭 쩔 아빠랑 늠흐 잘 어울림😍세월이 지나도 미모는 여전❤️건강하게 우리와 오래오래 행복하자🥰
zzangjeolmi,/p/CjM9nMzPZBJ/,과수원집 막내딸 절미😍😍😍😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,절미야 너모 귀여운거 아니니 정말😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,우리 떡❤️❤️❤️❤️❤️❤️쫄미❤️❤️❤️❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,ㅠㅠㅠㅠ아구 사랑받는 울애기❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔~~~~~ 쩔 사과따러 갔엉~??? 💕
zzangjeolmi,/p/CjM9nMzPZBJ/,과수원집 막내딸😍
zzangjeolmi,/p/CjM9nMzPZBJ/,과수원집 막내딸❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,사랑둥이♡♡♡♡♡♡♡♡♡♡
zzangjeolmi,/p/CjM9nMzPZBJ/,늠름한 짱절미!♥
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔 정말 너무너무 사랑해....건강길만 걷자
zzangjeolmi,/p/CjM9nMzPZBJ/,쩔 턱살 ㅋㅋㅋㅋㅋㅋㅋㅋ 😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,절미야아 ㅠㅠ ❤️
zzangjeolmi,/p/CjM9nMzPZBJ/,우리 쩔미 가을가을 하네 ❤️😍
zzangjeolmi,/p/CjM9nMzPZBJ/,사과집딸래미 절미😍😍
zzangjeolmi,/p/CjM9nMzPZBJ/,절미닮은 이쁜사과 맛도 좋아😍
zzangjeolmi,/p/CjM9nMzPZBJ/,사과밭 짱절미❤️
